name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
\src\main\org\apache\tools\ant\taskdefs\optional\junit\BriefJUnitResultFormatter.java,2,2,2,1,13,0,8,4,1,13,270,31,131,37,76,109,0,91,36,55,0,0,0,0,7,7,1,2,0.83,24,24,27,13
\src\main\org\apache\tools\ant\types\Quantifier.java,1,1,1,1,4,0,2,2,7,11,146,18,66,32,38,62,0,54,30,24,0,0,0,0,3,3,1,2,0.94,14,14,14,11
\src\main\org\apache\tools\mail\ErrorInQuitException.java,1,1,1,1,3,0,3,0,1,1,43,5,7,4,1,31,0,5,4,1,0,0,0,0,1,1,1,0,4.43,1,1,1,1
\src\main\org\apache\tools\ant\util\FileTokenizer.java,1,1,1,1,8,0,3,5,1,2,47,4,12,7,2,31,0,9,7,2,0,0,0,0,1,1,1,0,2.58,2,2,2,2
\src\main\org\apache\tools\ant\taskdefs\compilers\Javac12.java,4,4,4,1,48,2,38,8,1,1,90,6,51,24,32,33,0,28,20,8,0,0,0,0,4,4,1,2,0.65,4,4,4,1
\src\main\org\apache\tools\ant\taskdefs\optional\vss\MSVSSCP.java,2,2,2,1,18,2,8,8,1,2,69,9,21,8,11,39,0,17,8,9,0,0,0,0,2,2,1,1,1.86,3,3,3,2
\src\main\org\apache\tools\ant\BuildLogger.java,1,1,1,1,9,0,1,8,1,4,72,7,8,7,0,57,0,7,7,0,0,0,0,0,1,1,1,0,7.12,4,4,4,4
\src\tests\junit\org\apache\tools\ant\taskdefs\ExecTaskTest.java,2,2,2,1,7,0,6,0,3,52,491,67,389,97,241,36,0,266,96,170,0,0,0,0,6,6,4,2,0.09,80,80,81,55
\src\main\org\apache\tools\ant\taskdefs\Jar.java,3,3,3,1,23,0,14,7,4,43,1207,106,691,183,438,410,0,457,164,293,0,0,0,0,11,11,6,4,0.59,135,135,145,59
\src\tests\junit\org\apache\tools\ant\taskdefs\EchoTest.java,1,1,1,1,8,0,5,2,2,4,75,11,34,16,15,30,0,28,16,12,0,0,0,0,1,1,1,0,0.88,4,4,4,4
\src\main\org\apache\tools\ant\taskdefs\Available.java,3,3,4,2,17,0,11,6,2,24,517,34,299,63,184,184,0,198,64,134,0,0,0,0,14,14,14,4,0.62,69,69,84,50
\src\tests\junit\org\apache\tools\ant\taskdefs\GUnzipTest.java,1,1,1,1,3,0,3,0,1,10,71,13,38,15,13,20,0,26,15,11,0,0,0,0,1,1,1,0,0.53,10,10,10,10
\src\tests\junit\org\apache\tools\ant\taskdefs\DeleteTest.java,1,1,1,1,3,0,3,0,1,19,89,8,61,22,19,20,0,41,22,19,0,0,0,0,1,1,1,0,0.33,19,19,19,19
\src\main\org\apache\tools\ant\taskdefs\rmic\DefaultRmicAdapter.java,3,3,3,1,20,1,12,6,2,19,493,55,263,74,179,175,0,182,77,105,0,0,0,0,12,12,3,4,0.67,52,52,60,21
\src\main\org\apache\tools\ant\taskdefs\condition\IsFailure.java,1,1,1,1,7,0,3,4,1,3,54,7,14,7,3,33,0,10,7,3,0,0,0,0,1,1,1,0,2.36,3,3,3,3
\src\main\org\apache\tools\ant\filters\StripLineComments.java,2,2,2,2,14,0,7,6,2,11,236,23,94,29,48,119,0,68,29,39,0,0,0,0,9,9,7,4,1.27,23,23,23,17
\src\tests\junit\org\apache\tools\ant\taskdefs\condition\ParserSupportsTest.java,1,1,1,1,4,0,3,0,1,9,70,11,37,12,15,22,0,21,12,9,0,0,0,0,1,1,1,0,0.59,9,9,9,9
\src\main\org\apache\tools\ant\types\selectors\DateSelector.java,2,2,3,1,13,0,8,5,2,13,260,27,132,42,81,101,0,93,42,51,0,0,0,0,11,11,1,4,0.77,31,31,35,13
\src\tests\junit\org\apache\tools\ant\filters\DynamicFilterTest.java,1,1,1,1,6,0,6,0,3,11,112,17,73,28,32,22,0,43,25,18,0,0,0,0,2,2,1,1,0.3,12,12,12,11
\src\main\org\apache\tools\ant\util\regexp\JakartaOroMatcher.java,2,2,2,1,13,0,6,6,1,9,168,16,70,30,32,82,0,51,28,23,0,0,0,0,4,4,1,2,1.17,16,16,16,9
\src\main\org\apache\tools\ant\taskdefs\optional\sos\SOSCmd.java,0,0,0,0,0,0,0,0,1,0,81,2,29,28,26,50,0,28,28,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0
\src\main\org\apache\tools\ant\types\resources\selectors\Majority.java,2,2,4,2,11,0,7,4,1,4,84,10,36,15,18,38,0,26,15,11,0,0,0,0,5,5,5,3,1.06,8,8,14,8
\src\main\org\apache\tools\ant\taskdefs\optional\junit\XalanExecutor.java,1,1,1,1,10,0,6,4,1,8,135,11,66,35,32,59,0,45,30,15,0,0,0,0,2,2,1,1,0.89,11,11,11,8
\src\main\org\apache\tools\ant\types\resources\comparators\ResourceComparator.java,2,2,2,2,11,0,5,6,1,4,81,8,28,11,11,45,0,20,10,10,0,0,0,0,3,3,3,1,1.61,8,8,9,6
\src\main\org\apache\tools\ant\taskdefs\PreSetDef.java,1,1,2,1,10,0,5,5,2,19,275,30,112,42,50,133,0,75,39,36,0,0,0,0,4,4,1,1,1.19,25,25,33,19
\src\tests\antunit\taskdefs\javac-dir\good-src\Simple.java,0,0,0,0,0,0,0,0,1,0,20,0,2,1,0,18,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0
\src\main\org\apache\tools\ant\taskdefs\JikesOutputParser.java,2,2,2,1,9,0,5,4,1,12,182,19,84,30,36,80,0,60,30,30,0,0,0,0,6,6,3,3,0.95,22,22,22,14
\src\tests\junit\org\apache\tools\zip\ExtraFieldUtilsTest.java,2,2,2,1,19,1,16,1,1,4,114,14,73,20,52,27,0,57,20,37,0,0,0,0,3,3,1,1,0.37,7,7,7,4
\src\main\org\apache\tools\ant\util\ClasspathUtils.java,2,2,2,1,14,0,5,8,2,23,463,31,152,53,73,280,0,98,48,50,0,0,0,0,6,6,5,2,1.84,37,37,42,27
\src\main\org\apache\tools\ant\types\resources\BaseResourceCollectionContainer.java,3,3,3,1,13,0,8,4,1,16,270,20,158,42,84,92,0,116,44,72,0,0,0,0,6,6,5,3,0.58,41,41,43,22
\src\main\org\apache\tools\ant\taskdefs\Rename.java,2,2,2,1,12,1,6,4,1,4,95,15,40,16,17,40,0,29,16,13,0,0,0,0,5,5,1,1,1,8,8,9,4
\src\main\org\apache\tools\ant\util\depend\bcel\AncestorAnalyzer.java,6,6,6,2,34,2,23,8,1,3,144,13,83,29,51,48,0,67,34,33,0,0,0,0,14,14,5,5,0.58,18,18,19,7
\src\main\org\apache\tools\ant\taskdefs\optional\unix\AbstractAccessTask.java,1,1,1,1,9,0,4,5,1,6,110,12,36,15,15,62,0,22,14,8,0,0,0,0,2,2,1,0,1.72,7,7,8,6
\src\main\org\apache\tools\ant\Project.java,2,2,2,1,16,0,6,9,3,125,2424,167,943,304,524,1318,0,657,285,372,0,0,0,0,14,14,4,5,1.4,228,228,232,135
\src\main\org\apache\tools\ant\taskdefs\optional\net\FTPConfigurator.java,8,8,10,1,65,5,52,8,1,1,99,6,59,14,42,34,0,39,14,25,0,0,0,0,8,8,1,2,0.58,8,8,10,1
\src\main\org\apache\tools\ant\types\selectors\OrSelector.java,2,2,2,2,14,0,8,5,1,3,78,9,29,10,14,40,0,21,10,11,0,0,0,0,3,3,3,2,1.38,6,6,6,5
\src\main\org\apache\tools\ant\types\resources\selectors\InstanceOf.java,2,2,2,1,10,0,6,4,1,8,130,13,62,24,27,55,0,43,23,20,0,0,0,0,6,6,1,2,0.89,14,14,14,8
\src\tests\junit\org\apache\tools\zip\ZipLongTest.java,1,1,1,1,9,0,6,2,1,6,89,13,43,19,27,33,0,36,19,17,0,0,0,0,1,1,1,0,0.77,6,6,6,6
\src\main\org\apache\tools\ant\filters\PrefixLines.java,2,2,2,2,15,0,8,6,1,7,163,14,68,20,37,81,0,49,19,30,0,0,0,0,7,7,4,3,1.19,16,16,17,12
\src\tests\junit\org\apache\tools\ant\types\XMLCatalogTest.java,2,2,2,1,22,3,18,1,1,16,427,70,315,115,245,53,0,229,100,129,0,0,0,0,5,5,1,1,0.17,37,37,37,16
\src\main\org\apache\tools\ant\util\DateUtils.java,1,1,2,1,17,0,6,10,1,11,301,29,115,64,63,157,0,79,52,27,0,0,0,0,4,4,1,1,1.37,16,16,18,11
\src\etc\testcases\taskdefs\optional\depend\src4\test\Outer.java,0,0,0,0,0,0,0,0,2,0,23,4,5,3,0,14,0,3,3,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0
\src\main\org\apache\tools\ant\taskdefs\optional\depend\ClassFileIterator.java,1,1,1,1,6,0,1,5,1,1,33,3,4,3,0,26,0,3,3,0,0,0,0,0,1,1,1,0,6.5,1,1,1,1
\src\tests\junit\org\apache\tools\ant\taskdefs\StyleTest.java,1,1,1,1,5,0,5,0,1,25,214,35,151,39,85,31,0,83,36,47,0,0,0,0,1,1,1,1,0.21,25,25,25,25
\src\main\org\apache\tools\ant\taskdefs\optional\perforce\P4OutputHandler.java,1,1,1,1,6,0,1,5,1,1,34,3,5,4,0,26,0,4,4,0,0,0,0,0,1,1,1,0,5.2,1,1,1,1
\src\main\org\apache\tools\ant\helper\AntXMLContext.java,1,1,1,1,8,0,4,4,1,31,418,52,169,67,71,198,0,125,67,58,0,0,0,0,3,3,1,2,1.17,41,41,43,31
\src\tests\junit\org\apache\tools\ant\types\optional\depend\ClassFileSetTest.java,2,2,2,1,13,0,11,1,1,10,177,15,122,44,88,40,0,95,49,46,0,0,0,0,2,2,1,1,0.33,15,15,15,10
\src\main\org\apache\tools\ant\taskdefs\compilers\Javac13.java,3,3,3,1,28,1,21,6,1,1,69,7,29,15,18,33,0,19,13,6,0,0,0,0,3,3,1,2,1.14,3,3,3,1
\src\main\org\apache\tools\ant\taskdefs\compilers\CompilerAdapter.java,1,1,1,1,6,0,1,5,1,2,52,6,7,6,0,39,0,6,6,0,0,0,0,0,1,1,1,0,5.57,2,2,2,2
\src\main\org\apache\tools\ant\taskdefs\condition\TypeFound.java,2,2,2,1,12,0,6,5,1,4,90,10,38,20,15,42,0,29,19,10,0,0,0,0,3,3,1,1,1.11,7,7,7,4
\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsFailureTest.java,1,1,1,1,4,0,3,1,1,3,43,6,13,6,3,24,0,9,6,3,0,0,0,0,1,1,1,0,1.85,3,3,3,3
\src\main\org\apache\tools\ant\helper\SingleCheckExecutor.java,1,1,1,1,5,0,4,1,1,2,47,8,14,8,3,25,0,9,7,2,0,0,0,0,1,1,1,0,1.79,2,2,2,2
\src\main\org\apache\tools\ant\taskdefs\optional\perforce\P4Add.java,3,3,3,1,15,0,9,5,1,5,142,13,60,23,32,69,0,49,25,24,0,0,0,0,8,8,1,4,1.15,14,14,14,5
\src\main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\IntegerCPInfo.java,1,1,1,1,7,0,3,4,1,3,56,7,14,7,3,35,0,10,7,3,0,0,0,0,1,1,1,0,2.5,3,3,3,3
\src\tests\junit\org\apache\tools\ant\types\FilterSetTest.java,1,1,1,1,9,0,8,0,1,17,221,34,152,47,103,35,0,122,48,74,0,0,0,0,7,7,7,4,0.23,23,23,24,23
\src\tests\junit\org\apache\tools\ant\taskdefs\InitializeClassTest.java,1,1,1,1,5,0,5,0,1,4,64,9,32,17,15,23,0,27,17,10,0,0,0,0,1,1,1,0,0.72,4,4,4,4
\src\tests\junit\org\apache\tools\ant\types\optional\ScriptMapperTest.java,1,1,1,1,3,0,3,0,1,5,44,5,19,8,5,20,0,13,8,5,0,0,0,0,1,1,1,0,1.05,5,5,5,5
\src\main\org\apache\tools\ant\taskdefs\XmlProperty.java,3,3,3,1,15,0,8,6,1,35,778,62,356,116,220,360,0,257,118,139,0,0,0,0,22,22,5,5,1.01,90,90,117,48
\src\main\org\apache\tools\ant\util\regexp\RegexpFactory.java,2,2,2,1,12,0,5,6,1,4,85,9,28,11,11,48,0,19,11,8,0,0,0,0,3,3,1,1,1.71,6,6,6,4
\src\main\org\apache\tools\ant\taskdefs\cvslib\CvsTagEntry.java,1,1,1,1,9,0,5,4,1,7,109,11,44,14,21,54,0,30,13,17,0,0,0,0,4,4,1,2,1.23,10,10,10,7
\src\main\org\apache\tools\ant\util\DOMUtils.java,1,1,1,1,20,0,4,16,1,6,168,10,36,22,15,122,0,27,20,7,0,0,0,0,1,1,1,0,3.39,6,6,6,6
\src\main\org\apache\tools\ant\types\resources\BZip2Resource.java,2,2,2,1,8,0,4,4,1,5,85,8,31,13,10,46,0,26,15,11,0,0,0,0,3,3,1,2,1.48,8,8,8,5
\src\main\org\apache\tools\ant\taskdefs\condition\Equals.java,2,2,2,1,9,0,5,3,1,9,131,14,60,19,30,57,0,42,19,23,0,0,0,0,6,6,1,1,0.95,16,16,21,9
\src\main\org\apache\tools\ant\taskdefs\DependSet.java,2,2,2,1,8,0,6,1,3,21,299,28,171,69,85,100,0,130,69,61,0,0,0,0,6,6,3,3,0.58,39,39,42,23
\src\tests\junit\org\apache\tools\bzip2\CBZip2StreamTest.java,2,2,2,1,6,0,5,1,1,2,42,5,18,10,6,19,0,13,10,3,0,0,0,0,2,2,1,1,1.06,3,3,3,2
\src\main\org\apache\tools\ant\util\GlobPatternMapper.java,2,2,3,1,16,0,10,5,1,7,194,18,87,23,59,89,0,53,23,30,0,0,0,0,4,4,1,2,1.02,16,16,22,7
\src\main\org\apache\tools\ant\taskdefs\optional\SchemaValidate.java,2,2,2,1,12,0,7,5,2,30,528,62,262,90,146,205,0,190,83,107,0,0,0,0,9,9,6,2,0.78,65,65,70,35
\src\main\org\apache\tools\zip\ExtraFieldUtils.java,3,3,3,1,23,0,15,7,1,6,197,13,110,35,75,74,0,83,36,47,0,0,0,0,6,6,1,3,0.67,19,19,20,6
\src\main\org\apache\tools\ant\types\resources\CompressedResource.java,1,1,1,1,5,0,2,3,1,4,60,7,13,7,2,40,0,9,7,2,0,0,0,0,1,1,1,0,3.08,4,4,4,4
\src\tests\junit\org\apache\tools\ant\taskdefs\XmlPropertyTest.java,2,2,2,1,11,1,8,1,2,26,359,57,234,80,136,68,0,158,71,87,0,0,0,0,7,7,4,4,0.29,49,49,50,29
\src\main\org\apache\tools\ant\taskdefs\optional\jlink\ClassNameReader.java,8,3,8,1,41,4,28,9,2,2,139,19,73,25,54,49,0,52,23,29,0,0,0,0,14,3,1,2,0.67,16,5,16,2
\src\tests\junit\org\apache\tools\ant\taskdefs\LoadFileTest.java,1,1,1,1,8,0,4,3,1,13,155,23,69,26,27,63,0,41,19,22,0,0,0,0,2,2,1,1,0.91,17,17,17,13
\src\main\org\apache\tools\ant\property\LocalPropertyStack.java,2,2,2,2,11,0,6,4,1,8,151,16,64,24,31,71,0,48,25,23,0,0,0,0,3,3,3,2,1.11,16,16,16,12
\src\main\org\apache\tools\ant\listener\AnsiColorLogger.java,10,8,10,1,49,3,40,5,1,2,243,15,112,46,77,116,0,78,38,40,0,0,0,0,11,11,1,2,1.04,19,15,20,2
\src\main\org\apache\tools\ant\dispatch\DispatchTask.java,1,1,1,1,7,0,3,4,1,3,59,5,14,7,3,40,0,10,7,3,0,0,0,0,1,1,1,0,2.86,3,3,3,3
\src\main\org\apache\tools\ant\taskdefs\XSLTProcess.java,2,2,2,1,12,0,6,5,7,90,1511,155,682,208,371,680,0,483,206,277,0,0,0,0,22,22,8,5,1,160,160,173,107
\src\main\org\apache\tools\ant\taskdefs\ExecuteStreamHandler.java,1,1,1,1,6,0,1,5,1,5,68,8,11,10,0,49,0,10,10,0,0,0,0,0,1,1,1,0,4.45,5,5,5,5
\src\main\org\apache\tools\zip\AbstractUnicodeExtraField.java,1,1,1,1,8,0,5,2,1,13,162,24,83,25,40,55,0,57,23,34,0,0,0,0,3,3,1,1,0.66,19,19,19,13
\src\main\org\apache\tools\ant\taskdefs\optional\ssh\ScpToMessage.java,2,2,2,1,15,1,10,4,1,15,289,35,171,71,92,83,0,120,56,64,0,0,0,0,6,6,3,3,0.49,27,27,28,17
\src\etc\testcases\taskdefs\optional\depend\src4\test\ContainsOnlyInner.java,1,1,1,1,3,0,3,0,1,1,24,4,6,2,1,14,0,4,3,1,0,0,0,0,1,1,1,0,2.33,1,1,1,1
\src\main\org\apache\tools\ant\types\selectors\modifiedselector\ChecksumAlgorithm.java,2,2,2,1,13,0,8,4,1,5,149,25,58,23,31,66,0,45,23,22,0,0,0,0,4,4,1,3,1.14,11,11,12,5
\src\etc\testcases\taskdefs\fixcrlf\expected\Junk1.java,2,2,2,1,9,1,6,6,1,1,12,1,9,4,3,6,0,6,4,2,0,0,0,0,2,2,1,1,0.67,2,2,2,1
\src\main\org\apache\tools\ant\taskdefs\optional\junit\SummaryJUnitResultFormatter.java,2,2,2,1,10,0,6,3,1,12,179,17,89,31,47,73,0,62,30,32,0,0,0,0,7,7,1,2,0.82,19,19,22,12
\src\main\org\apache\tools\ant\types\optional\image\Draw.java,1,1,1,1,8,0,5,2,1,7,100,11,47,21,24,42,0,38,21,17,0,0,0,0,4,4,1,2,0.89,10,10,10,7
\src\main\org\apache\tools\ant\taskdefs\optional\sos\SOS.java,1,1,1,1,10,0,4,5,1,37,478,47,212,75,112,221,0,153,72,81,0,0,0,0,5,5,1,3,1.04,54,54,54,37
\src\main\org\apache\tools\ant\util\JavaEnvUtils.java,3,2,3,2,20,0,11,8,1,15,463,44,230,55,165,189,0,174,54,120,0,0,0,0,8,5,5,2,0.82,42,32,42,27
\src\main\org\apache\tools\ant\types\optional\image\Arc.java,2,2,2,1,13,0,8,3,1,6,121,13,64,26,39,44,0,50,25,25,0,0,0,0,6,6,1,2,0.69,14,14,14,6
\src\main\org\apache\tools\ant\types\selectors\ContainsSelector.java,3,3,3,1,15,0,9,5,1,9,207,20,109,34,64,78,0,81,35,46,0,0,0,0,10,10,5,3,0.72,26,26,27,13
\src\main\org\apache\tools\ant\taskdefs\optional\splash\SplashTask.java,2,2,3,1,18,1,12,5,1,11,275,33,157,47,103,85,0,110,46,64,0,0,0,0,17,17,1,4,0.54,27,27,32,11
\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCUnlock.java,2,2,2,1,13,0,6,6,1,12,260,25,86,26,47,149,0,60,26,34,0,0,0,0,4,4,1,1,1.73,20,20,22,12
\src\main\org\apache\tools\ant\filters\HeadFilter.java,2,2,2,2,14,0,8,6,1,10,221,23,98,30,56,100,0,75,30,45,0,0,0,0,6,6,5,3,1.02,23,23,24,21
\src\main\org\apache\tools\ant\DemuxOutputStream.java,2,2,3,1,16,0,8,7,2,10,248,24,106,41,64,118,0,82,41,41,0,0,0,0,5,5,1,2,1.11,20,20,25,10
\src\main\org\apache\tools\ant\taskdefs\Property.java,2,2,2,1,14,0,8,5,1,41,721,58,371,104,206,293,0,246,103,143,0,0,0,0,18,18,1,3,0.79,89,89,99,41
\src\main\org\apache\tools\ant\types\resources\Difference.java,4,4,4,1,14,0,12,2,1,2,67,6,35,16,17,26,0,27,18,9,0,0,0,0,6,6,1,3,0.74,7,7,7,2
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\ssh\ScpTest.java,2,2,2,1,12,1,10,0,1,10,194,28,127,47,84,39,0,106,49,57,0,0,0,0,3,3,1,1,0.31,16,16,16,10
\src\main\org\apache\tools\ant\taskdefs\email\PlainMailer.java,8,8,8,1,45,3,38,4,1,3,176,16,126,31,84,34,0,91,31,60,0,0,0,0,15,15,1,3,0.27,23,23,24,3
\src\main\org\apache\tools\ant\types\resources\StringResource.java,2,2,2,1,9,0,4,4,2,21,260,28,118,42,50,114,0,82,40,42,0,0,0,0,4,4,1,1,0.97,33,33,33,21
\src\main\org\apache\tools\ant\types\resources\selectors\ResourceSelector.java,1,1,1,1,6,0,1,5,1,1,35,4,5,4,0,26,0,4,4,0,0,0,0,0,1,1,1,0,5.2,1,1,1,1
\src\main\org\apache\tools\ant\taskdefs\Expand.java,3,3,3,1,18,0,11,5,1,22,512,50,307,100,191,157,0,211,98,113,0,0,0,0,19,19,5,5,0.51,58,58,72,28
\src\main\org\apache\tools\ant\taskdefs\GUnzip.java,2,2,2,1,17,0,11,6,1,3,96,8,44,19,27,44,0,34,19,15,0,0,0,0,4,4,1,3,1,6,6,6,3
\src\tests\junit\org\apache\tools\tar\TarEntryTest.java,1,1,1,1,4,0,3,1,1,2,38,5,10,5,2,23,0,7,5,2,0,0,0,0,1,1,1,0,2.3,2,2,2,2
\src\main\org\apache\tools\ant\taskdefs\CallTarget.java,2,2,2,1,12,0,6,6,1,14,255,20,102,25,53,133,0,68,24,44,0,0,0,0,3,3,1,1,1.3,26,26,26,14
\src\main\org\apache\tools\ant\types\selectors\DifferentSelector.java,3,3,3,3,18,1,10,6,1,3,114,12,42,13,22,60,0,28,13,15,0,0,0,0,7,7,7,2,1.43,9,9,10,9
\src\main\org\apache\tools\ant\taskdefs\Copydir.java,3,3,3,1,15,0,10,4,1,7,163,18,91,32,53,54,0,62,32,30,0,0,0,0,9,9,1,4,0.59,18,18,19,7
\src\main\org\apache\tools\ant\TaskConfigurationChecker.java,2,2,2,1,11,0,6,4,1,4,113,9,35,13,17,70,0,28,14,14,0,0,0,0,3,3,1,2,2,7,7,7,4
\src\main\org\apache\tools\ant\taskdefs\optional\net\MimeMail.java,1,1,1,1,11,0,6,5,1,1,43,2,11,6,3,30,0,7,5,2,0,0,0,0,1,1,1,0,2.73,1,1,1,1
\src\tests\antunit\taskdefs\javac-dir\bad-src\Bad.java,0,0,0,0,0,0,0,0,1,0,22,0,3,2,1,19,0,2,2,0,0,0,0,0,0,0,0,0,6.33,0,0,0,0
\src\tests\junit\org\apache\tools\ant\taskdefs\JavadocTest.java,1,1,1,1,4,0,4,0,1,18,139,23,87,25,40,30,0,56,25,31,0,0,0,0,2,2,1,1,0.34,24,24,24,18
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\PropertyFileTest.java,1,1,1,1,10,0,9,1,1,12,243,45,143,56,110,55,0,103,33,70,0,0,0,0,1,1,1,0,0.38,12,12,12,12
\src\tests\junit\org\apache\tools\ant\DummyTaskAbstract.java,1,1,1,1,1,0,1,0,1,3,32,6,9,6,0,17,0,6,6,0,0,0,0,0,1,1,1,0,1.89,3,3,3,3
\src\tests\junit\org\apache\tools\ant\types\ZipFileSetTest.java,3,3,3,1,26,0,24,1,1,3,115,9,78,9,62,28,0,53,9,44,0,0,0,0,6,6,1,1,0.36,8,8,8,3
\src\main\org\apache\tools\ant\util\PropertyOutputStream.java,2,2,2,1,10,0,4,5,1,3,69,9,22,11,7,38,0,17,11,6,0,0,0,0,3,3,1,1,1.73,5,5,6,3
\src\main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\Utf8CPInfo.java,1,1,1,1,7,0,3,4,1,4,67,8,18,9,4,41,0,13,9,4,0,0,0,0,1,1,1,0,2.28,4,4,4,4
\src\tests\junit\org\apache\tools\ant\util\VectorSetTest.java,1,1,1,1,6,0,6,0,1,20,183,25,139,36,92,19,0,114,36,78,0,0,0,0,2,2,1,1,0.14,22,22,22,20
\src\tests\junit\org\apache\tools\ant\taskdefs\TestProcess.java,2,2,2,1,9,0,8,0,2,5,86,11,54,13,20,21,0,32,12,20,0,0,0,0,4,4,1,3,0.39,10,10,11,5
\src\tests\junit\org\apache\tools\ant\taskdefs\JavaTest.java,2,2,2,1,7,0,6,0,5,31,328,46,216,60,118,66,0,138,60,78,0,0,0,0,7,7,1,2,0.31,52,52,52,31
\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\ClearCase.java,1,1,1,1,10,0,5,5,1,11,241,21,87,49,50,133,0,71,48,23,0,0,0,0,2,2,1,1,1.53,13,13,14,11
\src\etc\testcases\taskdefs\fixcrlf\expected\Junk2.java,2,2,2,1,9,1,6,6,1,1,12,1,9,4,3,6,0,6,4,2,0,0,0,0,2,2,1,1,0.67,2,2,2,1
\src\main\org\apache\tools\ant\types\resources\FileResource.java,2,2,2,1,11,0,6,4,1,27,378,32,203,58,106,143,0,138,56,82,0,0,0,0,7,7,7,3,0.7,60,60,63,38
\src\main\org\apache\tools\ant\ExtensionPoint.java,1,1,1,1,6,0,3,3,1,2,48,6,11,6,3,31,0,7,5,2,0,0,0,0,1,1,1,0,2.82,2,2,2,2
\src\main\org\apache\tools\ant\taskdefs\optional\vss\MSVSS.java,2,2,2,1,10,0,6,4,3,56,783,68,385,127,221,332,0,274,125,149,0,0,0,0,8,8,7,3,0.86,108,108,119,74
\src\main\org\apache\tools\ant\taskdefs\Tstamp.java,2,2,2,1,14,0,8,5,3,16,340,32,180,78,103,128,0,126,69,57,0,0,0,0,7,7,1,4,0.71,29,29,29,16
\src\main\org\apache\tools\ant\taskdefs\optional\junit\JUnitTaskMirror.java,1,1,1,1,6,0,1,5,4,14,188,25,35,31,4,128,0,27,27,0,0,0,0,0,1,1,1,0,3.66,14,14,14,14
\src\main\org\apache\tools\ant\taskdefs\email\Header.java,1,1,1,1,7,0,3,4,1,4,61,7,17,8,4,37,0,12,8,4,0,0,0,0,1,1,1,0,2.18,4,4,4,4
\src\tests\junit\org\apache\tools\ant\taskdefs\ConditionTest.java,1,1,1,1,3,0,3,0,1,53,275,62,182,56,72,31,0,109,56,53,0,0,0,0,1,1,1,0,0.17,53,53,53,53
\src\tests\junit\org\apache\tools\ant\util\FileUtilsTest.java,2,2,3,1,27,1,20,6,1,20,615,47,429,71,349,149,0,269,69,200,0,0,0,0,9,9,1,2,0.35,49,49,59,20
\src\main\org\apache\tools\ant\types\resources\comparators\Reverse.java,2,2,2,1,9,0,6,3,1,5,90,8,42,16,17,40,0,27,14,13,0,0,0,0,4,4,1,2,0.95,10,10,10,5
\src\main\org\apache\tools\ant\ProjectHelperRepository.java,3,3,3,2,15,0,12,3,2,14,292,29,195,57,117,69,0,120,52,68,0,0,0,0,6,6,3,3,0.35,40,40,41,22
\src\main\org\apache\tools\ant\types\selectors\NotSelector.java,2,2,2,1,9,0,5,3,1,4,73,9,24,7,11,40,0,16,7,9,0,0,0,0,2,2,1,1,1.67,6,6,6,4
\src\main\org\apache\tools\ant\listener\BigProjectLogger.java,2,2,2,1,11,0,6,4,1,13,211,21,97,37,54,93,0,61,34,27,0,0,0,0,3,3,1,2,0.96,20,20,21,13
\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsSelectorTest.java,2,2,2,1,21,2,16,2,1,4,123,20,72,15,51,31,0,60,15,45,0,0,0,0,3,3,1,1,0.43,6,6,6,4
\src\main\org\apache\tools\ant\taskdefs\rmic\ForkingSunRmic.java,2,2,2,1,20,1,13,6,1,2,90,10,39,20,22,41,0,30,19,11,0,0,0,0,3,3,1,1,1.05,4,4,4,2
\src\main\org\apache\tools\ant\util\LazyFileOutputStream.java,1,1,1,1,10,0,4,5,1,11,162,15,64,25,25,83,0,46,23,23,0,0,0,0,3,3,1,1,1.3,15,15,16,11
\src\tests\junit\org\apache\tools\zip\ZipShortTest.java,1,1,1,1,8,0,6,2,1,6,87,13,41,19,25,33,0,34,19,15,0,0,0,0,1,1,1,0,0.8,6,6,6,6
\src\main\org\apache\tools\ant\types\FileSet.java,2,2,2,1,9,0,4,4,1,6,94,11,34,10,14,49,0,22,10,12,0,0,0,0,2,2,1,1,1.44,9,9,9,6
