name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
\src\main\org\apache\tools\ant\types\resources\comparators\Date.java,3,3,3,3,17,0,10,7,1,1,45,3,14,5,7,28,0,10,5,5,0,0,0,0,3,3,3,1,2,3,3,3,3
\src\main\org\apache\tools\ant\filters\util\JavaClassHelper.java,5,5,6,1,33,0,25,8,1,1,69,3,35,19,19,31,0,30,19,11,0,0,0,0,5,5,1,4,0.89,5,5,6,1
\src\main\org\apache\tools\ant\taskdefs\optional\jsp\compilers\JasperC.java,3,3,3,1,20,0,15,4,1,6,181,19,107,28,71,55,0,78,28,50,0,0,0,0,5,5,1,2,0.51,16,16,16,6
\src\main\org\apache\tools\ant\taskdefs\optional\perforce\P4Revert.java,2,2,2,1,15,1,6,7,1,3,85,12,25,9,12,48,0,18,9,9,0,0,0,0,3,3,1,1,1.92,6,6,7,3
\src\tests\junit\org\apache\tools\ant\types\ResourceOutputTest.java,2,2,2,1,8,0,8,0,1,11,152,17,118,39,71,18,0,86,38,48,0,0,0,0,4,4,1,1,0.15,22,22,22,11
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\sos\SOSTest.java,1,1,1,1,18,1,14,2,1,15,336,41,232,83,187,63,0,179,52,127,0,0,0,0,4,4,1,2,0.27,19,19,19,15
\src\main\org\apache\tools\ant\UnsupportedElementException.java,1,1,1,1,8,0,3,5,1,2,56,4,11,5,3,41,0,8,5,3,0,0,0,0,1,1,1,0,3.73,2,2,2,2
\src\tests\junit\org\apache\tools\ant\taskdefs\TypeAdapterTest.java,1,1,1,1,5,0,5,0,5,18,155,23,113,43,50,19,0,71,39,32,0,0,0,0,4,4,1,2,0.17,23,23,23,18
\src\main\org\apache\tools\ant\taskdefs\Tar.java,3,3,3,1,20,0,12,7,4,38,966,87,535,163,339,346,0,370,155,215,0,0,0,0,27,27,9,4,0.65,112,112,129,48
\src\tests\junit\org\apache\tools\ant\types\resources\JavaResourceTest.java,1,1,1,1,4,0,4,0,1,5,52,8,25,10,11,19,0,18,10,8,0,0,0,0,1,1,1,0,0.76,5,5,5,5
\src\tests\junit\org\apache\tools\ant\types\selectors\ContainsRegexpTest.java,1,1,1,1,6,0,5,0,2,7,84,19,48,20,21,17,0,35,19,16,0,0,0,0,2,2,1,1,0.35,8,8,8,7
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\unix\SymlinkTest.java,3,3,3,1,28,4,24,0,1,8,289,49,204,26,166,36,0,145,26,119,0,0,0,0,7,7,1,2,0.18,22,22,22,8
\src\main\org\apache\tools\ant\types\optional\ScriptSelector.java,1,1,1,1,9,0,3,5,1,16,223,24,78,32,29,121,0,60,32,28,0,0,0,0,2,2,1,1,1.55,17,17,17,16
\src\main\org\apache\tools\ant\types\resources\Touchable.java,1,1,1,1,6,0,1,5,1,1,32,1,4,3,0,27,0,3,3,0,0,0,0,0,1,1,1,0,6.75,1,1,1,1
\src\main\org\apache\tools\ant\types\resources\MappedResourceCollection.java,2,2,2,1,10,0,7,2,2,14,209,18,130,36,66,61,0,87,33,54,0,0,0,0,5,5,1,2,0.47,29,29,30,14
\src\main\org\apache\tools\ant\types\resources\BaseResourceCollectionWrapper.java,3,3,3,2,12,0,8,3,1,12,207,18,120,33,61,69,0,86,32,54,0,0,0,0,6,6,5,2,0.57,32,32,34,18
\src\main\org\apache\tools\ant\filters\BaseFilterReader.java,2,2,2,2,14,0,6,8,1,10,198,18,76,26,36,104,0,57,26,31,0,0,0,0,4,4,4,3,1.37,19,19,19,18
\src\main\org\apache\tools\ant\taskdefs\optional\ssh\SSHBase.java,1,1,1,1,8,0,4,4,2,20,234,27,96,36,42,111,0,71,38,33,0,0,0,0,4,4,1,1,1.16,23,23,24,20
\src\main\org\apache\tools\ant\taskdefs\Jikes.java,4,4,5,1,40,3,29,8,1,2,131,11,72,20,48,48,0,53,21,32,0,0,0,0,7,7,1,4,0.67,8,8,9,2
\src\main\org\apache\tools\ant\taskdefs\XSLTLoggerAware.java,1,1,1,1,5,0,1,4,1,1,31,2,4,3,0,25,0,3,3,0,0,0,0,0,1,1,1,0,6.25,1,1,1,1
\src\etc\testcases\core\loaderref\src\Task1.java,0,0,0,0,0,0,0,0,1,0,21,4,3,2,0,14,0,2,2,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0
\src\main\org\apache\tools\ant\types\selectors\FilenameSelector.java,3,3,3,1,14,0,8,6,1,9,197,18,96,29,58,83,0,73,30,43,0,0,0,0,7,7,1,3,0.86,23,23,25,9
\src\main\org\apache\tools\ant\taskdefs\PropertyHelperTask.java,2,2,2,1,9,0,7,2,2,9,145,13,80,28,36,52,0,57,28,29,0,0,0,0,8,8,1,2,0.65,19,19,20,9
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\splash\SplashScreenTest.java,3,3,3,1,22,3,18,3,1,1,56,8,22,6,14,28,0,16,6,10,0,0,0,0,3,3,1,1,1.27,3,3,3,1
\src\main\org\apache\tools\ant\taskdefs\optional\clearcase\CCRmtype.java,2,2,2,1,12,0,5,6,1,19,373,33,125,44,69,215,0,91,44,47,0,0,0,0,5,5,1,2,1.72,30,30,31,19
\src\main\org\apache\tools\zip\ZipEncodingHelper.java,2,2,2,2,17,1,8,7,2,6,245,35,132,33,94,78,0,65,28,37,0,0,0,0,5,5,5,1,0.59,13,13,14,10
\src\main\org\apache\tools\ant\taskdefs\ProcessDestroyer.java,3,3,3,1,16,0,10,5,2,10,221,15,122,34,73,84,0,79,33,46,0,0,0,0,8,8,1,3,0.69,27,27,33,10
\src\main\org\apache\tools\ant\types\selectors\BaseSelectorContainer.java,1,1,1,1,8,0,4,4,1,31,348,40,149,53,63,159,0,105,51,54,0,0,0,0,5,5,1,3,1.07,41,41,41,31
\src\main\org\apache\tools\ant\taskdefs\compilers\Jikes.java,13,13,16,1,92,10,57,25,1,2,221,26,121,21,87,74,0,87,21,66,0,0,0,0,19,19,1,2,0.61,26,26,32,2
\src\main\org\apache\tools\ant\filters\SortFilter.java,3,3,3,2,17,0,10,7,2,12,362,23,137,37,84,202,0,96,38,58,0,0,0,0,10,10,10,4,1.47,31,31,32,23
\src\main\org\apache\tools\ant\taskdefs\compilers\AptExternalCompilerAdapter.java,1,1,1,1,17,2,8,7,1,2,71,12,23,11,12,36,0,18,11,7,0,0,0,0,1,1,1,0,1.57,2,2,2,2
\src\main\org\apache\tools\ant\taskdefs\Move.java,6,6,7,3,31,1,23,7,1,9,349,22,226,56,157,106,0,160,60,100,0,0,0,0,22,22,10,5,0.47,54,54,66,26
\src\main\org\apache\tools\ant\taskdefs\condition\Socket.java,3,3,3,1,15,0,10,5,1,3,86,7,40,12,22,39,0,26,12,14,0,0,0,0,6,6,1,2,0.97,8,8,8,3
\src\main\org\apache\tools\ant\input\GreedyInputHandler.java,3,3,3,1,22,0,17,5,1,2,81,6,43,15,26,32,0,30,15,15,0,0,0,0,5,5,1,3,0.74,6,6,6,2
\src\main\org\apache\tools\ant\taskdefs\LoadProperties.java,2,2,2,1,13,0,8,4,1,11,220,20,114,43,59,86,0,88,43,45,0,0,0,0,8,8,3,3,0.75,22,22,23,13
\src\tests\junit\org\apache\tools\ant\taskdefs\RenameTest.java,1,1,1,1,3,0,3,0,1,6,55,6,22,9,6,27,0,15,9,6,0,0,0,0,1,1,1,0,1.23,6,6,6,6
\src\main\org\apache\tools\ant\types\resources\BCFileSet.java,2,2,2,1,9,0,5,4,1,4,72,7,26,9,11,39,0,18,9,9,0,0,0,0,2,2,1,1,1.5,6,6,6,4
\src\tests\junit\org\apache\tools\ant\util\PackageNameMapperTest.java,1,1,1,1,4,0,4,0,1,3,40,5,18,10,9,17,0,15,10,5,0,0,0,0,1,1,1,0,0.94,3,3,3,3
\src\tests\junit\org\apache\tools\ant\taskdefs\ImportTest.java,1,1,1,1,8,0,8,0,1,15,174,22,130,31,82,22,0,77,31,46,0,0,0,0,4,4,1,2,0.17,21,21,21,15
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\perforce\P4ChangeTest.java,1,1,1,1,4,0,4,0,1,4,52,8,24,15,10,20,0,19,15,4,0,0,0,0,1,1,1,0,0.83,4,4,4,4
\src\main\org\apache\tools\ant\taskdefs\optional\jsp\JspNameMangler.java,3,3,3,1,18,0,10,7,1,5,155,16,73,33,47,66,0,50,22,28,0,0,0,0,6,6,3,2,0.9,13,13,13,7
\src\main\org\apache\tools\ant\taskdefs\optional\ejb\BorlandGenerateClient.java,2,2,2,1,18,1,11,5,1,13,312,46,163,41,109,104,0,123,39,84,0,0,0,0,6,6,1,2,0.64,29,29,32,13
\src\main\org\apache\tools\ant\taskdefs\optional\perforce\P4Have.java,1,1,1,1,8,0,3,5,1,1,46,5,7,4,1,34,0,5,4,1,0,0,0,0,1,1,1,0,4.86,1,1,1,1
\src\main\org\apache\tools\ant\taskdefs\optional\testing\BlockFor.java,1,1,1,1,8,0,3,4,1,4,71,10,19,8,6,42,0,14,8,6,0,0,0,0,1,1,1,0,2.21,4,4,4,4
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\XmlValidateTest.java,1,1,1,1,8,0,4,3,1,16,189,21,85,22,44,87,0,46,21,25,0,0,0,0,3,3,1,2,1.02,20,20,22,16
\src\main\org\apache\tools\ant\taskdefs\compilers\Sj.java,2,2,2,1,13,1,6,5,1,2,61,9,18,10,8,34,0,14,10,4,0,0,0,0,2,2,1,0,1.89,3,3,3,2
\src\tests\junit\org\apache\tools\ant\types\resources\TarResourceTest.java,1,1,1,1,3,0,3,0,1,4,44,7,20,9,7,17,0,14,9,5,0,0,0,0,1,1,1,0,0.85,4,4,4,4
\src\main\org\apache\tools\ant\types\resources\URLResource.java,2,2,2,1,13,0,8,5,1,25,407,33,222,50,120,152,0,146,49,97,0,0,0,0,6,6,4,3,0.68,59,59,61,33
\src\main\org\apache\tools\ant\taskdefs\AbstractCvsTask.java,2,2,2,1,14,0,7,5,2,47,871,114,413,119,238,344,0,289,120,169,0,0,0,0,18,18,1,3,0.83,97,97,106,47
\src\main\org\apache\tools\ant\taskdefs\optional\pvcs\Pvcs.java,2,2,2,1,14,0,8,5,1,36,674,66,364,115,218,246,0,251,109,142,0,0,0,0,23,23,1,6,0.68,68,68,82,36
\src\tests\junit\org\apache\tools\ant\taskdefs\XmlnsTest.java,1,1,1,1,3,0,3,0,2,9,68,13,36,14,11,19,0,23,14,9,0,0,0,0,1,1,1,0,0.53,9,9,9,9
\src\main\org\apache\tools\ant\taskdefs\optional\vss\MSVSSGET.java,1,1,1,1,11,0,4,6,1,11,172,18,55,17,26,99,0,42,17,25,0,0,0,0,2,2,1,1,1.8,12,12,12,11
\src\main\org\apache\tools\ant\taskdefs\optional\extension\LibFileSet.java,1,1,1,1,8,0,3,5,1,6,117,10,26,13,6,81,0,18,12,6,0,0,0,0,1,1,1,0,3.12,6,6,6,6
\src\tests\junit\org\apache\tools\ant\taskdefs\AntLikeTasksAtTopLevelTest.java,2,2,2,1,7,0,7,0,1,4,62,7,35,8,19,21,0,21,8,13,0,0,0,0,2,2,1,1,0.6,7,7,7,4
\src\main\org\apache\tools\ant\taskdefs\compilers\Gcj.java,6,6,7,1,39,5,25,8,1,3,159,25,86,24,57,48,0,62,22,40,0,0,0,0,13,13,1,2,0.56,17,17,21,3
\src\main\org\apache\tools\ant\taskdefs\condition\ConditionBase.java,1,1,1,1,8,0,3,5,1,24,280,30,83,34,26,167,0,58,34,24,0,0,0,0,1,1,1,0,2.01,24,24,24,24
\src\tests\junit\org\apache\tools\ant\taskdefs\CopydirTest.java,1,1,1,1,3,0,3,0,1,9,68,13,35,13,12,20,0,24,13,11,0,0,0,0,2,2,1,1,0.57,10,10,11,9
\src\main\org\apache\tools\ant\types\resources\Intersect.java,3,3,3,1,13,0,11,2,1,2,63,5,32,15,16,26,0,25,16,9,0,0,0,0,4,4,1,1,0.81,6,6,6,2
\src\main\org\apache\tools\ant\taskdefs\optional\vss\MSVSSLABEL.java,1,1,1,1,14,1,6,7,1,5,108,13,37,12,20,58,0,29,12,17,0,0,0,0,3,3,1,1,1.57,7,7,7,5
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\Sleeper.java,2,2,2,1,4,0,4,0,1,2,37,5,13,5,4,20,0,8,5,3,0,0,0,0,2,2,1,1,1.54,3,3,3,2
\src\main\org\apache\tools\ant\filters\FixCrLfFilter.java,2,2,3,1,12,0,8,3,10,59,1008,118,578,141,375,313,0,397,142,255,0,0,0,0,21,12,8,5,0.54,138,116,155,83
\src\main\org\apache\tools\ant\taskdefs\optional\XSLTTraceSupport.java,1,1,1,1,1,0,1,0,1,1,31,3,6,5,0,22,0,5,5,0,0,0,0,0,1,1,1,0,3.67,1,1,1,1
\src\main\org\apache\tools\ant\types\selectors\TokenizedPath.java,2,2,3,2,12,0,8,4,1,12,219,20,122,37,72,79,0,84,37,47,0,0,0,0,11,11,4,4,0.65,29,29,37,21
\src\main\org\apache\tools\ant\taskdefs\Filter.java,2,2,3,1,11,0,6,4,1,5,100,12,40,18,15,48,0,27,16,11,0,0,0,0,4,4,1,1,1.2,8,8,13,5
\src\main\org\apache\tools\ant\types\Commandline.java,2,2,2,1,13,0,6,6,3,42,694,57,328,96,188,309,0,243,103,140,0,0,0,0,13,12,4,4,0.94,85,84,100,45
\src\main\org\apache\tools\ant\listener\TimestampedLogger.java,1,1,1,1,9,0,3,6,1,2,54,8,11,6,3,35,0,8,6,2,0,0,0,0,1,1,1,0,3.18,2,2,2,2
\src\main\org\apache\tools\ant\util\FlatFileNameMapper.java,1,1,1,1,7,0,2,4,1,3,54,5,10,5,1,39,0,6,5,1,0,0,0,0,1,1,1,0,3.9,3,3,3,3
\src\main\org\apache\tools\ant\FileScanner.java,1,1,1,1,8,0,1,7,1,14,158,15,18,17,0,125,0,17,17,0,0,0,0,0,1,1,1,0,6.94,14,14,14,14
\src\main\org\apache\tools\ant\util\ContainerMapper.java,1,1,2,1,10,0,4,5,1,7,118,13,42,17,18,63,0,27,18,9,0,0,0,0,2,2,1,1,1.5,9,9,14,7
\src\main\org\apache\tools\ant\taskdefs\cvslib\CvsTagDiff.java,3,3,4,1,22,1,15,6,1,17,575,57,310,102,201,208,0,231,97,134,0,0,0,0,9,9,4,3,0.67,55,55,62,22
\src\main\org\apache\tools\ant\taskdefs\optional\extension\resolvers\LocationResolver.java,1,1,1,1,10,0,4,5,1,3,64,5,23,13,6,36,0,17,12,5,0,0,0,0,2,2,1,1,1.57,4,4,4,3
\src\main\org\apache\tools\ant\types\selectors\FileSelector.java,1,1,1,1,13,0,1,12,1,1,48,7,7,6,0,34,0,5,5,0,0,0,0,0,1,1,1,0,4.86,1,1,1,1
\src\main\org\apache\tools\ant\types\resources\selectors\Compare.java,3,3,3,1,13,0,9,3,1,7,150,14,87,29,43,49,0,64,28,36,0,0,0,0,5,5,1,2,0.56,19,19,19,7
\src\tests\junit\org\apache\tools\ant\types\DirSetTest.java,2,2,2,1,14,0,14,0,1,4,93,9,63,16,46,21,0,52,16,36,0,0,0,0,3,3,1,1,0.33,6,6,6,4
\src\tests\junit\org\apache\tools\ant\taskdefs\DynamicTest.java,1,1,1,1,4,0,4,0,1,3,40,6,17,6,7,17,0,13,6,7,0,0,0,0,1,1,1,0,1,3,3,3,3
\src\main\org\apache\tools\ant\types\CommandlineJava.java,2,2,2,1,11,0,6,5,2,48,702,60,336,99,189,306,0,239,101,138,0,0,0,0,6,6,4,3,0.91,86,86,90,51
\src\tests\junit\org\apache\tools\ant\util\LineOrientedOutputStreamTest.java,1,1,1,1,4,0,4,0,2,18,139,23,97,27,50,20,0,75,28,47,0,0,0,0,2,2,1,1,0.21,20,20,20,18
\src\tests\junit\org\apache\tools\ant\taskdefs\condition\IsReachableTest.java,1,1,1,1,4,0,4,0,1,11,82,14,48,14,22,20,0,25,14,11,0,0,0,0,1,1,1,0,0.42,11,11,11,11
\src\main\org\apache\tools\ant\TaskContainer.java,1,1,1,1,7,0,1,6,1,1,41,2,4,3,0,35,0,3,3,0,0,0,0,0,1,1,1,0,8.75,1,1,1,1
\src\tests\junit\org\apache\tools\ant\taskdefs\MoveTest.java,1,1,1,1,4,0,4,0,1,20,146,25,95,31,48,26,0,74,31,43,0,0,0,0,1,1,1,0,0.27,20,20,20,20
\src\tests\junit\org\apache\tools\ant\taskdefs\GetTest.java,1,1,1,1,3,0,3,0,1,11,71,15,37,14,11,19,0,25,14,11,0,0,0,0,1,1,1,0,0.51,11,11,11,11
\src\main\org\apache\tools\ant\taskdefs\JDBCTask.java,2,2,2,1,13,0,7,5,1,26,529,70,230,68,134,230,0,154,69,85,0,0,0,0,9,9,7,4,1,49,49,54,34
\src\main\org\apache\tools\ant\taskdefs\Cvs.java,1,1,1,1,2,0,2,0,1,1,41,3,5,3,0,33,0,3,3,0,0,0,0,0,1,1,1,0,6.6,1,1,1,1
\src\main\org\apache\tools\ant\AntTypeDefinition.java,2,2,3,2,14,0,8,6,1,22,388,28,202,54,125,158,0,116,46,70,0,0,0,0,7,7,7,2,0.78,51,51,69,37
\src\main\org\apache\tools\ant\types\resources\LogOutputResource.java,1,1,1,1,7,0,3,3,1,4,68,8,24,13,7,36,0,19,13,6,0,0,0,0,1,1,1,0,1.5,4,4,4,4
\src\main\org\apache\tools\ant\taskdefs\optional\extension\resolvers\AntResolver.java,2,2,2,1,11,1,7,3,1,6,116,14,55,24,24,47,0,41,22,19,0,0,0,0,3,3,1,1,0.85,10,10,10,6
\src\main\org\apache\tools\ant\taskdefs\optional\extension\ExtensionUtil.java,3,3,3,1,24,1,16,7,1,7,215,17,127,60,70,71,0,77,46,31,0,0,0,0,4,4,1,2,0.56,19,19,24,7
\src\main\org\apache\tools\ant\taskdefs\optional\ccm\CCMReconfigure.java,1,1,1,1,10,0,5,4,1,9,159,33,58,23,30,70,0,44,23,21,0,0,0,0,4,4,1,1,1.21,13,13,13,9
\src\main\org\apache\tools\ant\types\selectors\PresentSelector.java,2,2,3,1,15,0,8,6,2,9,194,16,92,27,50,86,0,65,27,38,0,0,0,0,5,5,1,3,0.93,22,22,25,9
\src\main\org\apache\tools\ant\types\ArchiveScanner.java,2,2,2,1,14,0,7,7,1,17,360,36,150,50,79,176,0,105,43,62,0,0,0,0,5,5,5,1,1.17,34,34,40,23
\src\tests\junit\org\apache\tools\ant\ExtendedTaskdefTest.java,1,1,1,1,6,0,4,2,1,5,65,8,23,7,10,34,0,13,7,6,0,0,0,0,1,1,1,0,1.48,5,5,5,5
\src\tests\junit\org\example\tasks\TaskdefTestContainerTask.java,1,1,1,1,1,0,1,0,1,1,25,3,5,4,0,17,0,4,4,0,0,0,0,0,1,1,1,0,3.4,1,1,1,1
\src\main\org\apache\tools\ant\taskdefs\Replace.java,2,2,2,1,13,0,7,5,5,57,969,104,513,184,292,353,0,379,178,201,0,0,0,0,13,13,4,3,0.69,111,111,119,62
\src\main\org\apache\tools\ant\taskdefs\optional\j2ee\JonasHotDeploymentTool.java,3,3,4,1,22,1,12,8,1,7,251,37,105,30,67,109,0,73,29,44,0,0,0,0,12,12,3,3,1.04,22,22,26,9
\src\tests\junit\org\apache\tools\ant\IncludeTest.java,1,1,1,1,6,0,6,0,1,13,133,18,94,17,58,21,0,56,17,39,0,0,0,0,2,2,1,1,0.22,18,18,18,13
\src\main\org\apache\tools\ant\types\selectors\MappingSelector.java,2,2,2,1,13,0,6,6,1,8,163,21,67,25,35,75,0,49,25,24,0,0,0,0,5,5,1,3,1.12,16,16,19,8
\src\main\org\apache\tools\ant\filters\StripJavaComments.java,4,4,5,4,22,0,13,7,1,4,145,12,65,15,40,68,0,45,13,32,0,0,0,0,13,13,11,8,1.05,16,16,19,14
\src\main\org\apache\tools\ant\taskdefs\Classloader.java,3,3,3,1,16,1,9,5,1,10,244,29,108,33,61,108,0,76,34,42,0,0,0,0,15,15,4,4,1,26,26,30,13
\src\main\org\apache\tools\ant\taskdefs\optional\jsp\compilers\JspCompilerAdapter.java,1,1,1,1,5,0,1,4,1,4,64,8,10,9,0,46,0,9,9,0,0,0,0,0,1,1,1,0,4.6,4,4,4,4
\src\main\org\apache\tools\ant\input\InputRequest.java,1,1,1,1,7,0,3,4,1,7,93,11,30,12,9,52,0,21,12,9,0,0,0,0,2,2,1,1,1.73,8,8,8,7
\src\main\org\apache\tools\tar\TarBuffer.java,3,3,3,1,18,2,10,5,1,21,462,72,231,43,138,160,0,155,43,112,0,0,0,0,8,8,4,3,0.69,57,57,58,30
\src\tests\junit\org\apache\tools\ant\taskdefs\TaskdefsTest.java,1,1,1,1,3,0,3,0,1,1,31,4,7,4,1,20,0,5,4,1,0,0,0,0,1,1,1,0,2.86,1,1,1,1
\src\tests\junit\org\apache\tools\ant\taskdefs\NiceTest.java,1,1,1,1,3,0,3,0,1,8,62,12,30,11,10,20,0,19,11,8,0,0,0,0,1,1,1,0,0.67,8,8,8,8
\src\main\org\apache\tools\ant\types\selectors\NoneSelector.java,2,2,2,2,13,0,8,5,1,3,78,9,29,10,14,40,0,21,10,11,0,0,0,0,3,3,3,2,1.38,6,6,6,5
\src\main\org\apache\tools\ant\types\resources\selectors\Not.java,1,1,1,1,8,0,3,4,1,4,66,8,20,8,6,38,0,13,8,5,0,0,0,0,2,2,1,1,1.9,5,5,5,4
\src\main\org\apache\tools\ant\taskdefs\optional\j2ee\HotDeploymentTool.java,1,1,1,1,5,0,1,4,1,3,61,9,12,11,5,40,0,11,11,0,0,0,0,0,1,1,1,0,3.33,3,3,3,3
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\script\ScriptDefTest.java,1,1,1,1,6,0,5,0,1,11,117,17,72,27,43,28,0,45,27,18,0,0,0,0,1,1,1,0,0.39,11,11,11,11
\src\main\org\apache\tools\ant\Target.java,2,2,2,1,13,0,6,7,1,29,479,43,201,68,108,236,0,137,67,70,0,0,0,0,6,6,3,4,1.17,51,51,54,31
\src\main\org\apache\tools\ant\taskdefs\optional\unix\Symlink.java,3,3,3,2,20,0,12,8,1,21,587,32,296,93,183,263,0,221,98,123,0,0,0,0,8,8,5,5,0.89,57,57,57,32
\src\main\org\apache\tools\ant\taskdefs\XSLTLogger.java,1,1,1,1,5,0,1,4,1,1,31,2,4,3,0,25,0,3,3,0,0,0,0,0,1,1,1,0,6.25,1,1,1,1
\src\etc\testcases\taskdefs\optional\depend\src4\test\MethodParam.java,1,1,1,1,3,0,3,0,1,1,24,4,6,3,1,14,0,4,3,1,0,0,0,0,1,1,1,0,2.33,1,1,1,1
\src\main\org\apache\tools\ant\taskdefs\optional\junit\AggregateTransformer.java,2,2,2,1,14,0,9,5,2,14,339,38,174,77,95,127,0,138,75,63,0,0,0,0,5,5,1,2,0.73,27,27,27,14
\src\main\org\apache\tools\ant\property\NullReturn.java,1,1,1,1,4,0,2,2,1,2,38,3,9,5,2,26,0,6,5,1,0,0,0,0,1,1,1,0,2.89,2,2,2,2
\src\main\org\apache\tools\ant\launch\AntMain.java,1,1,1,1,11,0,1,10,1,1,42,3,6,5,0,33,0,4,4,0,0,0,0,0,1,1,1,0,5.5,1,1,1,1
\src\main\org\apache\tools\ant\taskdefs\Echo.java,2,2,2,1,10,0,4,6,2,8,155,15,61,32,24,79,0,45,32,13,0,0,0,0,5,5,1,1,1.3,15,15,15,8
\src\main\org\apache\tools\zip\UnrecognizedExtraField.java,1,1,1,1,8,0,4,4,1,11,163,16,59,21,25,88,0,41,19,22,0,0,0,0,2,2,1,1,1.49,15,15,15,11
\src\main\org\apache\tools\ant\taskdefs\optional\ejb\InnerClassFilenameFilter.java,2,2,3,1,12,0,7,5,1,2,54,4,20,8,8,30,0,14,8,6,0,0,0,0,2,2,1,1,1.5,4,4,5,2
\src\tests\junit\org\apache\tools\ant\taskdefs\optional\junit\TearDownOnVmCrashTest.java,1,1,1,1,3,0,3,0,1,3,38,6,15,6,5,17,0,11,6,5,0,0,0,0,1,1,1,0,1.13,3,3,3,3
\src\main\org\apache\tools\ant\taskdefs\optional\jdepend\JDependTask.java,3,3,3,1,17,0,10,6,2,30,688,70,384,117,236,236,0,262,110,152,0,0,0,0,18,18,1,4,0.61,78,78,83,30
\src\main\org\apache\tools\ant\taskdefs\BZip2.java,2,2,2,1,16,0,9,7,1,2,73,6,28,14,13,39,0,21,13,8,0,0,0,0,2,2,1,1,1.39,3,3,3,2
\src\main\org\apache\tools\ant\taskdefs\optional\Rpm.java,3,3,3,1,17,0,10,5,1,14,366,39,188,72,110,139,0,138,69,69,0,0,0,0,17,17,6,3,0.74,38,38,42,19
\src\tests\junit\org\apache\tools\ant\types\TarFileSetTest.java,3,3,3,1,26,0,24,1,1,3,115,9,78,9,62,28,0,53,9,44,0,0,0,0,6,6,1,1,0.36,8,8,8,3
\src\main\org\apache\tools\ant\taskdefs\optional\extension\JarLibDisplayTask.java,3,3,3,1,15,0,10,5,1,4,118,8,52,26,26,58,0,41,26,15,0,0,0,0,4,4,1,3,1.12,10,10,13,4
\src\tests\junit\org\apache\tools\ant\DummyTaskWithNonVoidExecute.java,1,1,1,1,2,0,2,0,1,2,30,5,8,4,1,17,0,5,4,1,0,0,0,0,1,1,1,0,2.12,2,2,2,2
\src\main\org\apache\tools\ant\taskdefs\condition\AntVersion.java,2,2,3,1,12,0,8,4,1,10,171,14,96,24,55,61,0,65,25,40,0,0,0,0,6,6,3,2,0.64,24,24,29,14
\src\main\org\apache\tools\ant\taskdefs\condition\Not.java,3,3,3,1,16,0,10,6,1,1,50,5,14,4,6,31,0,9,4,5,0,0,0,0,3,3,1,1,2.21,3,3,3,1
\src\tests\junit\org\apache\tools\ant\taskdefs\WarTest.java,1,1,1,1,4,0,3,0,1,4,53,8,21,11,7,24,0,15,10,5,0,0,0,0,1,1,1,0,1.14,4,4,4,4
\src\main\org\apache\tools\ant\taskdefs\optional\ssh\AbstractSshMessage.java,2,2,2,1,11,0,6,4,3,18,272,34,142,54,76,96,0,97,49,48,0,0,0,0,7,7,1,4,0.68,30,30,31,18
\src\tests\junit\org\apache\tools\ant\types\PropertySetTest.java,1,1,1,1,3,0,3,0,1,5,44,8,19,8,5,17,0,13,8,5,0,0,0,0,1,1,1,0,0.89,5,5,5,5
\src\main\org\apache\tools\ant\types\resources\comparators\Exists.java,3,3,3,1,14,0,7,7,1,1,43,4,11,5,4,28,0,8,5,3,0,0,0,0,3,3,1,1,2.55,3,3,3,1
\src\main\org\apache\tools\ant\taskdefs\optional\extension\ExtensionResolver.java,1,1,1,1,12,0,1,11,1,1,42,2,8,7,0,32,0,6,6,0,0,0,0,0,1,1,1,0,4,1,1,1,1
\src\tests\junit\org\apache\tools\ant\taskdefs\condition\AntVersionTest.java,1,1,1,1,3,0,3,0,1,4,43,6,16,7,4,21,0,11,7,4,0,0,0,0,1,1,1,0,1.31,4,4,4,4
\src\main\org\apache\tools\ant\taskdefs\optional\depend\constantpool\ConstantCPInfo.java,1,1,1,1,8,0,3,5,1,3,63,7,13,6,3,43,0,9,6,3,0,0,0,0,1,1,1,0,3.31,3,3,3,3
\src\main\org\apache\tools\ant\types\TarScanner.java,7,7,7,1,51,1,33,17,1,1,86,6,43,16,23,37,0,29,14,15,0,0,0,0,7,7,1,4,0.86,7,7,7,1
